"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"57",93,"2021-07-13",1051.26133937778,-19.3094014365556,1.80263295221111,-31.9687567547778,"FH",7,"REF"
"58",94,"2021-07-13",774.939326414444,-17.0941124156667,1.8429015819,-33.200520503,"FH",8,"REF"
"59",95,"2021-07-13",821.920757775556,-17.4672310569444,1.82910370318889,-36.8274814585556,"FH",8,"REF"
"60",96,"2021-07-13",1004.37876225556,-19.3161868103056,1.78934148844444,-33.1011588955556,"FH",8,"REF"
"61",97,"2021-07-13",734.884696276667,-17.2597689683889,1.88419095525556,-44.1730599224444,"FH",9,"REF"
"62",98,"2021-07-13",1137.86379836667,-20.5450010405,1.85667855528889,-32.9868630825556,"FH",9,"REF"
"63",99,"2021-07-13",1625.05445305556,-23.3578533718333,1.81861638587778,-48.8712621446667,"FH",9,"REF"
"64",100,"2021-07-13",831.425172783333,-17.6540702649722,1.93014744257778,-40.7882558233333,"FH",10,"REF"
"65",101,"2021-07-13",1495.1476091,-22.1373154228611,1.97209848801111,-48.0380336197778,"FH",10,"REF"
"66",102,"2021-07-13",2295.68790917778,-23.8428671638611,2.03802295736667,-21.4354597325556,"FH",10,"REF"
"67",103,"2021-07-13",678.056615834444,-16.6687372215278,2.16281479302222,-43.1664619561111,"FH",11,"REF"
"68",104,"2021-07-13",1140.88092933333,-21.5031712639722,2.71040589163333,-55.0451109988889,"FH",11,"REF"
"69",105,"2021-07-13",1779.26546943333,-23.8060193228889,3.44745173603333,-60.1464505262222,"FH",11,"REF"
"70",106,"2021-07-13",1005.10375565556,-19.5982489885556,1.87457259093333,-30.7867939111111,"FH",12,"REF"
"71",107,"2021-07-13",1519.87039504444,-21.8547265300556,1.83770430247778,-29.7997045434444,"FH",12,"REF"
"72",108,"2021-07-13",2200.49578822222,-23.4404712717778,1.79818034023333,-36.2877168658889,"FH",12,"REF"
